"vehicle_id","test_date","test_mileage","postcode_area","make","colour","cylinder_capacity"
238519840,2023-06-30,63457,"NW","PORSCHE","GREY",3600
879080289,2023-09-18,63533,"N","MERCEDES-BENZ","SILVER",2143
665593415,2023-02-28,63542,"AB","MAZDA","BLACK",2191
315872065,2023-11-16,63607,"OL","FORD","BLUE",1995
694463141,2023-03-01,63641,"GL","FORD","GREY",998
531821605,2023-06-20,63645,"IV","MERCEDES-BENZ","WHITE",2996
811647716,2023-01-06,63694,"TS","CITROEN","BLUE",1598
111640414,2023-11-02,63753,"FK","HYUNDAI","SILVER",1248
639447395,2023-10-18,63773,"DN","RENAULT","RED",1461
1456356465,2023-01-09,63780,"HP","SKODA","WHITE",1968
1117150258,2023-03-16,63799,"TN","PEUGEOT","SILVER",1587
363281049,2023-07-03,63880,"SN","VOLKSWAGEN","WHITE",999
1429570325,2023-12-08,63883,"PE","VAUXHALL","GREY",1398
736905798,2023-09-13,63887,"NE","PEUGEOT","BLUE",1360
902200655,2023-02-20,63896,"FY","FORD","WHITE",1997
1274944448,2023-08-08,63948,"PL","RENAULT","WHITE",1870
1168444895,2023-12-15,63989,"IV","SKODA","BLACK",1422
1118950616,2023-05-11,64023,"CR","TOYOTA","SILVER",1296
399314471,2023-03-22,64036,"BS","FORD","BLACK",998
24729172,2023-11-30,64130,"S","FORD","RED",1596
1321790517,2023-06-29,64131,"BH","MERCEDES-BENZ","BLUE",2143
1040502740,2023-01-21,64138,"WF","MERCEDES-BENZ","BLACK",2987
223160746,2023-09-22,64148,"TR","HONDA","BLUE",1339
1092370717,2023-04-12,64257,"LN","VAUXHALL","WHITE",1248
1417999200,2023-11-08,64310,"CT","RENAULT","BLUE",1461
609739771,2023-03-20,64319,"WR","MERCEDES-BENZ","BLACK",2143
618368339,2023-06-10,64338,"LN","NISSAN","BLUE",1197
1286831608,2023-11-15,64433,"CR","HONDA","RED",782
871693152,2023-10-12,64456,"RH","VOLKSWAGEN","BLUE",1600
1355804592,2023-11-01,64536,"SP","MINI","GREY",1397
1484675806,2023-02-23,64570,"TW","LEXUS","SILVER",2500
1132171419,2023-04-21,64622,"FK","KIA","SILVER",1368
52627071,2023-03-06,64623,"SS","MERCEDES-BENZ","WHITE",1991
512269141,2023-08-09,64682,"LL","PEUGEOT","BLUE",1500
1496518359,2023-11-20,64689,"SE","HONDA","SILVER",1997
630619869,2023-05-26,64692,"B","FORD","BLACK",998
746257663,2023-07-31,64736,"LS","FORD","BLACK",1995
25235218,2023-08-08,64742,"RH","MAZDA","SILVER",1598
1338573213,2023-10-13,64743,"CB","SEAT","BLUE",1395
666457040,2023-09-11,64761,"PL","FORD","BLUE",2495
1048588184,2023-05-31,64765,"NP","TOYOTA","GOLD",1329
364808459,2023-05-31,64944,"DL","NISSAN","BLACK",1197
242572983,2023-02-04,64961,"OX","VAUXHALL","GREY",1398
476990230,2023-06-28,64988,"KA","CITROEN","WHITE",1560
844349823,2023-05-17,65024,"NR","SKODA","BLACK",1968
1153709944,2023-12-11,65039,"EN","DAIHATSU","SILVER",998
761084513,2023-09-26,65039,"EX","KIA","BLACK",1685
545715465,2023-08-24,65079,"LE","FORD","BLACK",1499
1119741953,2023-07-19,65216,"OX","MINI","BLACK",1198
318836035,2023-09-27,65292,"BL","TOYOTA","SILVER",1798
1141800843,2023-02-13,65305,"BR","VOLVO","WHITE",2400
1019522063,2023-03-04,65360,"GU","AUDI","SILVER",1968
485791283,2023-02-28,65360,"TQ","FORD","BLUE",1388
1353647291,2023-07-14,65481,"HU","TOYOTA","WHITE",998
388101527,2023-11-24,65524,"GL","VAUXHALL","WHITE",1796
206659635,2023-01-19,65568,"NE","FORD","GREY",1560
1191789867,2023-06-06,65604,"E","PEUGEOT","BLACK",1200
1263417228,2023-03-24,65610,"DN","SAAB","BLUE",1998
562980477,2023-06-24,65627,"CT","FORD","BLUE",1997
1140008303,2023-05-10,65636,"ME","CITROEN","WHITE",1560
915793414,2023-05-02,65642,"WS","PEUGEOT","SILVER",1560
612510415,2023-11-17,65668,"AL","MERCEDES-BENZ","BLACK",2143
922824737,2023-08-11,65728,"B","FORD","BLUE",1499
881022909,2023-09-18,65764,"SL","VAUXHALL","BLUE",1398
107910234,2023-03-31,65786,"GU","HONDA","WHITE",998
96032246,2023-06-26,65907,"NG","RENAULT","BLACK",1998
1067612169,2023-05-02,66006,"PE","VAUXHALL","BLACK",1398
359070211,2023-07-28,66008,"PL","DS","BLACK",1560
413453923,2023-03-01,66037,"SA","MERCEDES-BENZ","WHITE",1461
1499679101,2023-03-23,66170,"GL","PEUGEOT","WHITE",2200
812885492,2023-09-20,66189,"LN","CITROEN","GREY",1997
1271502310,2023-01-10,66199,"SS","FORD","BLACK",1596
1042923224,2023-03-08,66251,"DN","SEAT","RED",1390
1300656140,2023-04-04,66288,"NN","HYUNDAI","WHITE",1591
493374532,2023-10-10,66366,"WV","SAAB","SILVER",2290
580373801,2023-07-21,66377,"DH","FORD","BLACK",1997
1374813780,2023-01-05,66398,"GU","TOYOTA","SILVER",1329
1394362205,2023-09-28,66417,"B","AUDI","WHITE",999
1380292450,2023-03-14,66448,"WF","JAGUAR","BLUE",2720
1309896248,2023-03-10,66456,"HA","VOLKSWAGEN","BLACK",1390
1445501651,2023-08-11,66458,"PH","PEUGEOT","GREY",1560
433064596,2023-01-20,66466,"ME","NISSAN","BLACK",1995
1407593989,2023-06-01,66500,"HX","FORD","BLUE",1499
1318493341,2023-04-21,66518,"FY","MERCEDES-BENZ","MAROON",2874
1269413867,2023-03-08,66569,"BA","FORD","WHITE",998
96236800,2023-12-02,66607,"B","PEUGEOT","SILVER",1360
622178597,2023-07-26,66611,"BA","LAND ROVER","RED",2993
1111130418,2023-04-21,66669,"SE","HONDA","SILVER",1339
42410379,2023-08-30,66723,"B","SEAT","BLACK",999
464644151,2023-12-05,66807,"OX","PEUGEOT","BLUE",998
576929361,2023-10-26,66816,"LL","RENAULT","BLACK",1461
420515201,2023-07-22,66839,"CM","HYUNDAI","WHITE",998
447505149,2023-09-05,66850,"WF","FORD","SILVER",1388
216878571,2023-10-18,66858,"B","BMW","BLACK",1995
1443979873,2023-01-23,66860,"OX","VOLKSWAGEN","WHITE",1968
994811843,2023-11-08,66901,"OX","VOLKSWAGEN","RED",1598
818230117,2023-05-26,66909,"G","DACIA","BLACK",1461
923303252,2023-08-25,66986,"NG","HONDA","BLUE",1339
321572033,2023-08-18,67051,"EX","CITROEN","WHITE",1997
85834311,2023-10-28,67072,"KT","AUDI","BLACK",2995
444007531,2023-02-03,67079,"LU","LAND ROVER","BLACK",1999
417261770,2023-05-12,67082,"SG","FORD","BLACK",1242
1015456129,2023-03-25,67130,"WD","BMW","GREY",1995
358827189,2023-02-08,67138,"HP","AUDI","WHITE",2995
1415633921,2023-02-25,67149,"CF","PEUGEOT","WHITE",1560
1332304777,2023-06-06,67176,"IP","FIAT","WHITE",1242
304078209,2023-02-21,67288,"CV","FORD","WHITE",1242
619231660,2023-09-20,67330,"RG","CITROEN","GREY",998
623690407,2023-11-10,67398,"SO","VOLVO","GREY",1969
1059274560,2023-11-20,67506,"NG","NISSAN","BLACK",998
67183224,2023-04-27,67515,"CH","VAUXHALL","GREY",1956
893242522,2023-01-12,67568,"EX","VAUXHALL","BEIGE",1598
41621207,2023-06-06,67613,"SY","VAUXHALL","WHITE",1956
1017415493,2023-10-02,67687,"IV","VAUXHALL","WHITE",1364
655764099,2023-02-01,67727,"DN","FORD","BLUE",1499
232981723,2023-10-10,67787,"LS","VOLKSWAGEN","BLUE",1968
86644621,2023-11-15,67835,"FY","MERCEDES-BENZ","BLACK",2143
166883292,2023-06-30,67878,"DE","FORD","BLACK",1596
1205818380,2023-12-12,68010,"DY","HYUNDAI","GREY",1396
198287698,2023-01-27,68012,"BD","PEUGEOT","GREY",1587
624699566,2023-07-08,68021,"G","VOLKSWAGEN","MULTI-COLOUR",1285
1180947540,2023-01-25,68058,"BN","PEUGEOT","BLUE",998
533902375,2023-07-15,68060,"ST","MERCEDES-BENZ","GREY",2143
1135037879,2023-05-13,68064,"TS","MERCEDES-BENZ","RED",1595
684473263,2023-10-13,68118,"CO","NISSAN","GREY",2298
1161979463,2023-09-29,68227,"ME","JAGUAR","WHITE",1999
188570754,2023-03-07,68390,"IP","AUDI","SILVER",1781
1062185381,2023-08-22,68431,"WA","SEAT","RED",1390
814813402,2023-08-16,68460,"ST","FORD","RED",1388
947690220,2023-01-19,68475,"CH","SUZUKI","WHITE",996
714851809,2023-03-17,68549,"S","HYUNDAI","RED",1248
805620131,2023-05-23,68560,"GL","BMW","WHITE",1995
1117518523,2023-10-21,68560,"WN","DACIA","SILVER",898
1472931096,2023-10-09,68563,"BS","VAUXHALL","WHITE",1229
839477278,2023-03-10,68582,"IV","JAGUAR","GREEN",2720
1293348814,2023-05-05,68747,"HU","FORD","SILVER",1596
930771307,2023-07-07,68759,"EH","VAUXHALL","SILVER",1995
849070833,2023-10-18,68766,"PL","CITROEN","BLACK",1560
152386999,2023-10-19,68884,"SK","AUDI","BLUE",2967
883362178,2023-05-23,68932,"DE","MERCEDES-BENZ","SILVER",3199
633233129,2023-08-22,69003,"S","NISSAN","BLUE",1461
235462465,2023-08-25,69013,"TD","NISSAN","GREY",1198
553456439,2023-04-22,69047,"E","VOLKSWAGEN","BLUE",3188
492303653,2023-11-17,69054,"BB","VOLKSWAGEN","WHITE",1968
710268855,2023-07-24,69141,"TR","HYUNDAI","GREY",1685
311395829,2023-07-06,69193,"S","VAUXHALL","GREEN",1229
550408771,2023-03-22,69254,"DD","FORD","GREY",1499
316933787,2023-07-13,69254,"LA","NISSAN","RED",1598
752490200,2023-07-03,69287,"RG","BMW","SILVER",1995
102281173,2023-05-15,69301,"CO","AUDI","GREY",1395
1352516465,2023-10-27,69306,"M","VAUXHALL","GREY",1598
306760725,2023-07-12,69308,"L","MERCEDES-BENZ","GREY",2143
1001445264,2023-08-10,69322,"TN","SKODA","ORANGE",1598
1459356203,2023-01-16,69410,"DE","FIAT","BLUE",1248
1274816245,2023-08-18,69415,"S","LAND ROVER","SILVER",1999
908809565,2023-01-07,69493,"CH","FORD","WHITE",1498
1302831177,2023-02-25,69500,"TD","FORD","BLACK",2198
914050143,2023-06-19,69514,"EX","RENAULT","SILVER",898
153856938,2023-03-08,69517,"RG","FORD","SILVER",1299
794942225,2023-10-06,69519,"RG","MERCEDES-BENZ","SILVER",2996
679955424,2023-03-02,69526,"UB","HYUNDAI","RED",1248
639579746,2023-09-25,69550,"TA","VOLVO","RED",1596
438257418,2023-08-02,69675,"PO","VOLKSWAGEN","GREY",2370
6074249,2023-04-26,69751,"RG","NISSAN","WHITE",1198
899575038,2023-08-01,69755,"HD","VAUXHALL","RED",1598
1432889942,2023-01-27,69769,"BN","VAUXHALL","BLACK",1364
483198712,2023-05-18,69823,"B","AUDI","WHITE",1197
628128630,2023-09-06,69868,"MK","VAUXHALL","BLUE",1229
199733843,2023-10-30,69882,"YO","FORD","BLUE",1242
340682560,2023-04-27,69912,"S","TOYOTA","GREY",998
1274539337,2023-10-27,70044,"BS","VAUXHALL","SILVER",1598
373049651,2023-12-07,70125,"AB","FORD","WHITE",2198
93512616,2023-02-21,70132,"CR","RENAULT","BLACK",1598
351665433,2023-12-21,70148,"PE","LAND ROVER","WHITE",1999
479727039,2023-11-24,70163,"LA","MERCEDES-BENZ","WHITE",2143
1454437328,2023-02-24,70167,"BD","SKODA","BEIGE",1390
204730371,2023-02-14,70174,"LN","NISSAN","BEIGE",1461
299004607,2023-11-17,70197,"CV","BMW","GREY",1496
842968041,2023-03-10,70400,"CT","MITSUBISHI","RED",1998
216135671,2023-10-26,70400,"DE","TOYOTA","BLACK",1329
480786727,2023-12-06,70401,"EN","BMW","BLACK",1998
689248196,2023-02-21,70402,"HA","MERCEDES-BENZ","BLACK",1998
563018554,2023-03-03,70445,"E","VAUXHALL","RED",1229
379247289,2023-01-13,70473,"RG","FORD","YELLOW",1999
1410689058,2023-11-06,70521,"CH","VAUXHALL","SILVER",1598
1335000540,2023-01-14,70554,"S","NISSAN","RED",1598
426395124,2023-11-03,70558,"NE","FIAT","BLUE",1108
620650977,2023-01-05,70607,"CA","FORD","WHITE",1596
323784734,2023-02-28,70625,"SY","PEUGEOT","SILVER",1560
1155297873,2023-03-14,70626,"NP","HYUNDAI","RED",1685
416010168,2023-12-01,70675,"PR","NISSAN","BLACK",1461
353749323,2023-11-09,70691,"KY","FIAT","BLUE",1248
326419378,2023-08-08,70706,"SE","NISSAN","BLACK",1598
1341044877,2023-11-15,70836,"NE","AUDI","GREY",1968
1462624785,2023-09-16,70852,"DA","BMW","BLACK",1995
547585694,2023-09-11,70871,"NR","VAUXHALL","SILVER",1199
1184538593,2023-04-27,70944,"GL","VOLKSWAGEN","SILVER",1968
866836562,2023-10-18,70944,"GL","SKODA","RED",1199
1161342296,2023-07-22,71035,"GU","VAUXHALL","GREY",1796
120401855,2023-08-15,71065,"DD","PEUGEOT","BLUE",2200
1235398619,2023-10-26,71125,"OX","AUDI","BLACK",1598
1417854064,2023-06-02,71127,"SO","AUDI","BLACK",1984
1243183946,2023-06-13,71152,"PE","FORD","BLUE",1596
136078229,2023-12-11,71242,"RH","LAND ROVER","GREY",4367
1031031627,2023-05-11,71255,"KY","KIA","SILVER",1995
56518500,2023-04-05,71344,"GL","FORD","PURPLE",1399
361981821,2023-11-17,71358,"UB","KIA","WHITE",1685
591677638,2023-06-14,71404,"B","CITROEN","BROWN",1560
37937321,2023-07-19,71508,"GL","FORD","BLACK",1560
118700143,2023-06-27,71639,"G","VOLKSWAGEN","RED",999
353220735,2023-03-03,71646,"NG","KIA","BLACK",1591
1293594196,2023-11-10,71658,"IP","VAUXHALL","BLUE",1686
1308658639,2023-09-08,71707,"SA","MAZDA","WHITE",2191
997122894,2023-06-26,71736,"EX","PEUGEOT","BLUE",1360
1450795776,2023-03-03,71768,"SY","MINI","RED",1598
1406175946,2023-05-22,71777,"GL","TOYOTA","BLUE",1598
357262469,2023-09-09,71846,"RG","MERCEDES-BENZ","WHITE",1950
931160666,2023-03-20,71866,"KT","HONDA","SILVER",1339
1135754161,2023-01-27,71887,"CV","VAUXHALL","GREY",1956
724302921,2023-10-18,71894,"OX","BMW","BLACK",1995
585177271,2023-09-21,71922,"PL","FORD","GREY",3198
631712263,2023-02-14,71923,"SN","MAZDA","RED",2191
76820879,2023-10-24,71960,"SK","FORD","BLUE",1997
30169316,2023-01-10,71964,"PE","FORD","BLUE",1242
663806738,2023-02-17,72014,"KT","VOLKSWAGEN","BLUE",1390
1390017155,2023-01-18,72026,"GU","HYUNDAI","GREY",1582
1330197237,2023-03-17,72059,"BB","VAUXHALL","YELLOW",1362
683151340,2023-10-26,72072,"UB","NISSAN","BEIGE",1386
1449334596,2023-11-11,72089,"KA","CITROEN","BLUE",1587
1153822200,2023-10-23,72139,"LL","VOLKSWAGEN","WHITE",1915
1492110771,2023-05-16,72164,"NE","FORD","WHITE",1560
989151168,2023-05-18,72193,"NE","FIAT","GREY",1242
203718938,2023-09-12,72218,"ST","FORD","SILVER",1399
766370378,2023-01-26,72231,"ST","MINI","BLACK",1598
1155467288,2023-05-09,72251,"NP","RENAULT","BLUE",1998
254518214,2023-08-09,72319,"WV","MERCEDES-BENZ","GOLD",1498
201904703,2023-03-13,72561,"WV","FORD","BLUE",999
359304481,2023-10-28,72723,"LS","PEUGEOT","BROWN",1560
111647465,2023-09-18,72816,"NG","NISSAN","RED",1598
670838235,2023-11-15,72831,"KA","NISSAN","BLACK",1198
1407654037,2023-10-03,72845,"CM","MERCEDES-BENZ","BLACK",1950
563466637,2023-10-12,72865,"GU","VOLKSWAGEN","RED",1968
1024997830,2023-10-25,72876,"BA","SMART (MCC)","BLACK",999
980853106,2023-12-20,72930,"NR","VAUXHALL","RED",973
319914501,2023-11-20,72935,"DE","VAUXHALL","WHITE",1398
1265322039,2023-09-21,72958,"RG","VAUXHALL","SILVER",1598
925864666,2023-06-27,72999,"ST","JAGUAR","BLUE",1988
1464514176,2023-06-08,73089,"LL","RENAULT","WHITE",1461
279542421,2023-11-29,73101,"B","VAUXHALL","SILVER",1598
50393651,2023-09-26,73190,"ST","AUDI","BLACK",1968
746421634,2023-06-28,73231,"B","VAUXHALL","GREEN",1364
1158816064,2023-11-17,73255,"OX","ABARTH","WHITE",1368
870994541,2023-07-31,73259,"LU","FORD","WHITE",998
864553425,2023-05-30,73262,"PE","MERCEDES-BENZ","BLACK",2143
1079033793,2023-03-23,73314,"SK","TOYOTA","WHITE",998
751114028,2023-10-14,73355,"IP","VAUXHALL","BLACK",1598
1409621371,2023-09-06,73408,"HA","VAUXHALL","BLACK",1398
1308530117,2023-03-30,73452,"SE","BMW","GREY",1995
1144372058,2023-10-13,73474,"M","NISSAN","RED",1598
1316695415,2023-03-07,73544,"GL","FORD","SILVER",1499
808863159,2023-04-12,73601,"CM","VAUXHALL","WHITE",1229
960567631,2023-02-03,73658,"SY","VAUXHALL","GREY",1398
631862133,2023-01-26,73672,"LS","AUDI","BLACK",1968
633232962,2023-05-03,73703,"TN","FORD","SILVER",1596
318219934,2023-04-03,73715,"KY","VAUXHALL","SILVER",1598
956434613,2023-09-20,73715,"SA","NISSAN","WHITE",999
1322315478,2023-01-25,73717,"BH","NISSAN","SILVER",1997
11199299,2023-11-08,73807,"TN","BMW","WHITE",1598
614728003,2023-04-04,73809,"SN","VOLKSWAGEN","BLACK",1598
254064898,2023-07-20,73821,"PL","BMW","BLUE",2979
1286826244,2023-05-27,73867,"LU","BMW","BLUE",2993
1496799972,2023-02-15,74005,"LS","TOYOTA","RED",998
693203011,2023-05-25,74007,"B","AUDI","BLACK",1598
738145434,2023-02-14,74052,"DT","PEUGEOT","GREY",1598
1323956353,2023-10-02,74227,"NG","MINI","BLUE",1598
404474739,2023-04-07,74249,"TS","RENAULT","WHITE",1149
1320074233,2023-11-02,74276,"B","MERCEDES-BENZ","WHITE",1461
104726487,2023-11-03,74298,"B","SEAT","GREY",1395
995613480,2023-01-09,74315,"NG","VAUXHALL","SILVER",1229
168715691,2023-10-12,74332,"CF","VAUXHALL","WHITE",1499
788524592,2023-08-07,74354,"WN","VAUXHALL","SILVER",1796
326769466,2023-02-14,74409,"MK","CITROEN","SILVER",1124
119294266,2023-03-21,74434,"TR","SUZUKI","BLUE",1490
122674510,2023-05-25,74459,"WV","MERCEDES-BENZ","SILVER",1796
959974963,2023-07-14,74561,"CF","CITROEN","BLACK",1598
1304394000,2023-09-20,74571,"SN","FORD","BLACK",1596
395480700,2023-04-03,74591,"BD","SEAT","GREY",1199
1266643223,2023-04-27,74601,"EH","VAUXHALL","BLUE",1364
731635019,2023-06-19,74621,"NG","RENAULT","WHITE",1598
318179475,2023-02-20,74706,"S","HONDA","SILVER",1339
510508300,2023-01-12,74708,"MK","MERCEDES-BENZ","SILVER",1796
776831750,2023-02-21,74727,"GL","PEUGEOT","RED",1560
890796839,2023-05-03,74763,"IP","BMW","WHITE",1995
163097314,2023-11-22,74824,"G","RENAULT","BLACK",1149
637949361,2023-03-01,74847,"WA","VOLKSWAGEN","RED",999
667942037,2023-04-11,74963,"LS","FORD","WHITE",2198
380722339,2023-01-10,74978,"CV","FIAT","WHITE",2287
591726227,2023-07-04,75060,"LL","AUDI","BLACK",1968
565094930,2023-11-17,75061,"ME","VOLKSWAGEN","SILVER",1390
553694046,2023-01-27,75073,"HX","FORD","BLUE",1596
597181783,2023-01-04,75126,"PO","VOLKSWAGEN","WHITE",1984
597836591,2023-02-01,75228,"ST","MITSUBISHI","BLACK",2268
565111153,2023-08-11,75249,"LS","AUDI","BLACK",1598
138862801,2023-07-03,75287,"WA","PEUGEOT","GREEN",1200
805513717,2023-12-13,75342,"CM","PEUGEOT","WHITE",1200
888446733,2023-08-31,75370,"NN","SEAT","WHITE",1197
135358088,2023-02-27,75449,"BA","FORD","WHITE",1242
1293589165,2023-08-23,75453,"DA","BMW","BLACK",2993
72119183,2023-10-24,75464,"NE","VOLKSWAGEN","BLACK",2967
34438523,2023-06-19,75472,"ME","FIAT","WHITE",1242
391304943,2023-01-13,75498,"CF","NISSAN","RED",1598
1375956384,2023-02-02,75512,"FY","CITROEN","BLUE",1124
1350926162,2023-10-02,75627,"BS","MITSUBISHI","SILVER",3200
219533745,2023-06-23,75627,"CB","VOLVO","GREY",1969
1250939340,2023-03-15,75627,"UB","NISSAN","BLUE",1240
621741315,2023-11-02,75687,"LS","NISSAN","BLACK",1461
952698772,2023-06-21,75705,"HG","SUZUKI","PURPLE",1328
935779692,2023-01-28,75718,"NR","SSANGYONG","SILVER",2696
847721583,2023-02-03,75749,"CH","VAUXHALL","RED",1248
652027643,2023-01-07,75820,"SA","VAUXHALL","BLACK",1598
66858227,2023-01-25,75887,"SN","PEUGEOT","SILVER",1560
1329956365,2023-10-13,75987,"NG","FORD","BLACK",998
475641661,2023-10-17,75997,"OX","VOLVO","WHITE",1969
60996944,2023-09-29,76003,"DN","FIAT","WHITE",1242
772453531,2023-02-08,76256,"DH","ISUZU","BLACK",1898
1423073975,2023-10-30,76284,"BD","VOLKSWAGEN","BLUE",999
354016813,2023-04-11,76290,"KT","FORD","WHITE",998
652064562,2023-05-23,76333,"TR","TOYOTA","GREY",2231
633139180,2023-04-19,76381,"NE","VAUXHALL","SILVER",1229
1348319497,2023-10-27,76440,"WD","SKODA","BLUE",999
885584117,2023-10-26,76475,"BS","SKODA","SILVER",1395
98762858,2023-02-22,76486,"NG","CHRYSLER-JEEP","GREEN",2499
47524476,2023-02-23,76524,"GL","AUDI","GREEN",1984
1472319737,2023-09-20,76585,"SR","VAUXHALL","RED",1598
693147379,2023-06-28,76658,"CF","HONDA","RED",988
1000150995,2023-01-30,76658,"NE","FORD","SILVER",998
989616053,2023-12-04,76689,"KY","MERCEDES-BENZ","BLACK",2143
630583739,2023-10-13,76721,"BB","FORD","BLUE",2198
292086995,2023-03-02,76721,"WV","SKODA","WHITE",1968
81289999,2023-03-31,76836,"BS","FORD","WHITE",1997
1437807673,2023-10-13,76840,"SN","AUDI","RED",1390
1485910317,2023-03-03,76940,"M","FORD","SILVER",1560
179398295,2023-06-08,77030,"EH","VOLVO","WHITE",2400
909375810,2023-05-16,77046,"HA","PEUGEOT","BLACK",1598
180368088,2023-08-31,77096,"NP","RENAULT","BLACK",1461
918397574,2023-01-16,77142,"GL","AUDI","BLACK",1896
375748136,2023-01-12,77227,"CV","PEUGEOT","WHITE",2446
466968609,2023-01-09,77258,"M","PEUGEOT","BLACK",1560
495936663,2023-11-02,77323,"AB","FORD","WHITE",1997
682511604,2023-11-30,77336,"BS","BMW","BLACK",1995
53609453,2023-08-18,77344,"PH","VAUXHALL","GREY",1598
804867451,2023-03-30,77428,"PO","MINI","BLUE",1995
616256383,2023-10-13,77470,"NR","FIAT","BLUE",1242
819658533,2023-09-28,77474,"PR","VAUXHALL","SILVER",1398
446107868,2023-12-07,77557,"N","MERCEDES-BENZ","SILVER",1991
1328277087,2023-05-18,77637,"WA","LEXUS","SILVER",2499
1072983672,2023-05-23,77663,"NP","FIAT","BLACK",1368
1263672709,2023-01-26,77671,"CT","BMW","BLUE",1998
1341398613,2023-01-31,77807,"PR","BMW","BLACK",1995
1187123997,2023-10-02,77826,"IP","SEAT","ORANGE",1395
323779783,2023-07-12,77870,"NP","FORD","BLACK",1560
961569464,2023-08-23,77882,"CF","FORD","BLUE",1242
543563803,2023-01-09,77900,"ME","MINI","GREY",1995
698805165,2023-11-01,77926,"W","MITSUBISHI","BLACK",1998
411823371,2023-12-06,77961,"CW","NISSAN","WHITE",1461
950524633,2023-01-06,78030,"EX","LAND ROVER","WHITE",1999
73463242,2023-07-07,78174,"HP","HONDA","BLUE",1339
429118215,2023-09-20,78180,"SP","VOLKSWAGEN","WHITE",1199
1311323882,2023-05-19,78250,"FK","SUBARU","GREY",2457
170835349,2023-06-28,78285,"ML","AUDI","BLACK",2000
985280211,2023-01-30,78286,"HR","PROTON","SILVER",1332
1101204483,2023-11-13,78362,"SS","FORD","BLACK",1997
594423583,2023-10-30,78386,"KA","VAUXHALL","BLUE",2299
1311835893,2023-01-23,78407,"EN","VAUXHALL","SILVER",1598
1491833197,2023-08-03,78633,"PO","SEAT","GREY",1598
998066345,2023-11-04,78663,"DL","HYUNDAI","BLUE",1248
1208604950,2023-06-21,78717,"WD","MERCEDES-BENZ","BLACK",2996
546954551,2023-03-08,78812,"ST","FORD","WHITE",998
1069794582,2023-05-23,78820,"W","VOLKSWAGEN","SILVER",1390
1169598444,2023-09-27,78823,"S","KIA","BLACK",1086
118710060,2023-10-31,78827,"SS","SMART (MCC)","WHITE",799
128008045,2023-12-19,78875,"TN","FORD","RED",1995
303229771,2023-11-07,78922,"CF","MITSUBISHI","GREY",2268
1201972318,2023-09-14,78994,"L","FORD","SILVER",1560
640722155,2023-03-21,79202,"RH","VAUXHALL","BLACK",1598
535744278,2023-02-16,79223,"GU","FORD","GREY",2521
1140810259,2023-09-23,79426,"DE","RENAULT","BLACK",899
308928103,2023-10-12,79435,"IP","NISSAN","WHITE",1197
616391912,2023-02-21,79461,"EX","RENAULT","BLACK",1461
903306557,2023-01-20,79525,"ST","VAUXHALL","GREY",1598
1063415469,2023-03-17,79555,"HP","CITROEN","WHITE",1560
487752232,2023-11-14,79622,"EH","HONDA","SILVER",1799
1319242785,2023-03-23,79682,"G","TOYOTA","WHITE",1560
1175324552,2023-09-29,79709,"EX","FORD","BLUE",1798
140889806,2023-02-24,79807,"CM","LAND ROVER","GREY",2179
993864505,2023-05-27,79890,"DL","VAUXHALL","SILVER",1686
751643181,2023-10-10,79923,"SN","VOLKSWAGEN","BLUE",1968
8045275,2023-04-17,79949,"KA","VOLKSWAGEN","WHITE",1968
718094656,2023-08-01,80016,"S","NISSAN","GREY",1995
1040806838,2023-07-01,80047,"EN","VOLKSWAGEN","GREY",1390
654036978,2023-03-24,80064,"S","BMW","WHITE",1995
640371235,2023-01-16,80094,"ML","AUDI","SILVER",1598
840296246,2023-10-05,80126,"CO","SMART (MCC)","SILVER",999
520870975,2023-07-13,80164,"BA","VOLVO","BLUE",1984
25899234,2023-07-21,80197,"CH","RENAULT","WHITE",2463
801856644,2023-11-24,80202,"NG","VAUXHALL","GREY",1364
1038028159,2023-03-31,80227,"SK","MERCEDES-BENZ","BLACK",2987
522643738,2023-07-04,80279,"LN","FORD","BLUE",1596
681466336,2023-09-11,80308,"CH","KIA","SILVER",1991
312869185,2023-05-02,80460,"S","SUZUKI","GREY",1586
641976754,2023-02-22,80465,"CO","PEUGEOT","SILVER",1560
82677094,2023-03-30,80547,"NR","VOLKSWAGEN","WHITE",1896
388799581,2023-05-09,80590,"BL","FORD","WHITE",1242
1249798293,2023-02-24,80750,"PH","SKODA","GREY",1968
298674260,2023-10-18,80769,"KW","VAUXHALL","SILVER",1598
383854805,2023-03-20,80812,"N","MERCEDES-BENZ","BLUE",1595
1436811363,2023-04-18,80818,"KT","VOLKSWAGEN","SILVER",1395
27885723,2023-10-30,80893,"SE","CITROEN","YELLOW",1997
505130673,2023-09-06,81053,"EN","MERCEDES-BENZ","BLUE",1991
241992759,2023-10-10,81086,"SR","FORD","GREY",1996
691919144,2023-03-01,81092,"NG","FORD","WHITE",1242
43291639,2023-12-18,81093,"WA","SKODA","WHITE",1968
9212347,2023-04-25,81098,"TN","PORSCHE","BLACK",2997
884429872,2023-01-09,81102,"BH","KIA","BLACK",1086
1386721101,2023-01-26,81116,"DN","FORD","BLUE",1596
1050750191,2023-09-06,81127,"LL","FORD","BLACK",1499
1499391841,2023-05-12,81142,"NG","PEUGEOT","WHITE",1560
374647439,2023-12-12,81188,"CF","PEUGEOT","BLUE",1397
